id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date,price,mile_dist_center,age_at_sale,renovation_status,yrs_since_renovation,price_per_sqft,location_type,view_cat,condition_cat,grade_cat
1873100390,4,2.5,2570,7173,2.0,no,0.0,3,8,2570,0,2005,,98052,47.7073,-122.11,2630,6026,2015-03-02,719000,12.500310849008859,10,unrenovated,,279.76653696498056,countryside,No View,Average,Good
8562750320,3,2.5,2320,3980,2.0,no,0.0,3,8,2320,0,2003,,98027,47.5391,-122.07,2580,3980,2014-11-10,580500,13.101145047473429,11,unrenovated,,250.2155172413793,countryside,No View,Average,Good
2426039314,2,1.5,1190,1265,3.0,no,0.0,3,7,1190,0,2005,,98133,47.7274,-122.357,1390,1756,2014-12-01,280000,8.453523332497191,9,unrenovated,,235.2941176470588,city,No View,Average,Average
461000390,4,1.75,2330,5000,1.5,no,0.0,4,7,1510,820,1929,,98117,47.6823,-122.368,1460,5000,2014-06-24,687500,5.5181656033729425,85,unrenovated,,295.06437768240346,city,No View,Good,Average
7589200193,3,1.0,1090,3000,1.5,no,0.0,4,8,1090,0,1929,,98117,47.6889,-122.375,1570,5080,2014-11-10,535000,6.05428929226851,85,unrenovated,,490.8256880733945,city,No View,Good,Good
7955080270,4,2.75,2060,6659,1.0,no,0.0,3,7,1280,780,1981,,98058,47.4276,-122.157,2020,8720,2014-12-03,322500,14.811992699417525,33,unrenovated,,156.55339805825244,countryside,No View,Average,Average
9547205180,3,2.5,2300,3060,1.5,no,0.0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,2014-06-13,696000,5.384867830791539,84,renovated,12,302.60869565217394,city,No View,Average,Good
9435300030,4,1.0,1660,34848,1.0,no,0.0,1,5,930,730,1933,,98052,47.6621,-122.132,2160,11467,2014-05-28,550000,10.110671065407978,81,unrenovated,,331.32530120481925,countryside,No View,Poor,Below Average
2768000400,4,2.0,2360,6000,2.0,no,0.0,4,8,2360,0,1904,,98107,47.6702,-122.362,1730,4700,2014-12-30,640000,4.636693516090851,110,unrenovated,,271.1864406779661,city,No View,Good,Good
7895500070,4,1.0,1220,8075,1.0,no,0.0,2,7,890,330,1969,,98001,47.3341,-122.282,1290,7800,2015-02-13,240000,18.94369927232983,46,unrenovated,,196.72131147540983,countryside,No View,Fair,Average
2078500320,4,2.5,2620,7553,2.0,no,0.0,3,8,2620,0,1996,,98056,47.5301,-122.18,2620,11884,2014-06-20,605000,8.843873927963546,18,unrenovated,,230.91603053435114,countryside,No View,Average,Good
5547700270,4,2.5,2570,5520,2.0,,0.0,3,9,2570,0,2000,,98074,47.6145,-122.027,2470,5669,2014-07-15,625000,14.265223483265162,14,unrenovated,,243.19066147859922,countryside,No View,Average,Very Good
7766200013,4,2.25,4220,24186,1.0,no,0.0,3,8,2600,1620,1984,,98166,47.445,-122.347,2410,30617,2014-08-11,775000,11.15826190833496,30,unrenovated,,183.64928909952607,countryside,No View,Average,Good
7203220400,5,2.75,3595,5639,2.0,no,0.0,3,9,3595,,2014,,98053,47.6848,-122.016,3625,5639,2014-07-07,861990,15.725017963036537,0,unrenovated,,239.77468706536857,countryside,No View,Average,Very Good
9270200160,3,1.0,1570,2280,2.0,no,0.0,3,7,1570,0,1922,,98119,47.6413,-122.364,1580,2640,2014-10-28,685000,2.8460674615770625,92,unrenovated,,436.30573248407643,city,No View,Average,Average
1432701230,3,1.0,1280,9656,1.0,no,0.0,4,6,920,360,1959,,98058,47.4485,-122.175,1340,8808,2014-07-29,309000,13.1427199887797,55,unrenovated,,241.40625,countryside,No View,Good,Fair
8035350320,3,2.5,3160,13603,2.0,no,0.0,3,8,3160,0,2003,,98019,47.7443,-121.977,3050,9232,2014-07-18,488000,19.11964983556643,11,unrenovated,,154.43037974683546,countryside,No View,Average,Good
8945200830,3,1.0,990,8528,1.0,no,0.0,3,6,990,0,1966,,98023,47.3066,-122.371,1228,8840,2015-03-25,210490,20.777630196781725,49,unrenovated,,212.6161616161616,countryside,No View,Average,Fair
4178300310,4,2.5,2290,13416,2.0,no,0.0,4,9,2290,0,1981,,98007,47.6194,-122.151,2680,13685,2014-07-16,785000,8.509264118422163,33,unrenovated,,342.7947598253275,countryside,No View,Good,Very Good
9215400105,3,1.75,1250,5963,1.0,no,0.0,4,7,1250,0,1953,,98115,47.6796,-122.301,970,5100,2015-04-28,450000,5.274718627697207,62,unrenovated,,360.0,city,No View,Good,Average
822039084,3,2.5,2753,65005,1.0,yes,2.0,5,9,2165,588,1953,,98070,47.4041,-122.451,2680,72513,2015-03-11,1350000,15.030500912220567,62,unrenovated,,490.37413730475845,countryside,Partial View,Excellent,Very Good
5245600105,3,1.0,1190,9199,1.0,no,0.0,3,7,1190,0,1955,,98148,47.4258,-122.322,1190,9364,2014-09-16,228000,12.47182463216748,59,unrenovated,,191.5966386554622,countryside,No View,Average,Average
7231300125,5,2.5,3150,9134,1.0,no,0.0,4,8,1640,1510,1966,,98056,47.4934,-122.189,1990,9133,2015-02-17,345000,10.272525989357955,49,unrenovated,,109.52380952380952,countryside,No View,Good,Good
7518505990,3,1.75,1410,4080,1.0,no,0.0,4,7,1000,410,1950,,98117,47.6808,-122.384,1410,4080,2014-12-31,600000,5.695044253469925,64,unrenovated,,425.531914893617,city,No View,Good,Average
3626039271,2,1.75,1980,8550,1.0,no,0.0,3,7,990,990,1981,,98117,47.6989,-122.369,1480,6738,2015-02-05,585000,6.631896958233524,34,unrenovated,,295.45454545454544,city,No View,Average,Average
4217401195,5,2.25,2730,6000,1.5,no,0.0,3,8,2130,600,1927,,98105,47.6571,-122.281,2730,6000,2015-03-03,920000,4.249726156723694,88,unrenovated,,336.996336996337,city,No View,Average,Good
9822700295,4,2.5,2830,5000,2.0,,0.0,3,9,2830,0,1995,,98105,47.6597,-122.29,1950,5000,2014-05-12,885000,4.186439058173401,19,unrenovated,,312.7208480565371,city,No View,Average,Very Good
9478500640,4,2.5,2250,4495,2.0,no,0.0,3,7,2250,0,2008,,98042,47.3663,-122.114,2250,4500,2014-08-19,292500,19.46754960747782,6,unrenovated,,130.0,countryside,No View,Average,Average
2799800710,3,2.5,2420,4750,2.0,no,0.0,3,8,2420,0,2003,,98042,47.3663,-122.122,2690,4750,2015-04-07,301000,19.273647973233402,12,unrenovated,,124.3801652892562,countryside,No View,Average,Good
7922800400,5,3.25,3250,14342,2.0,no,4.0,4,8,3250,0,1968,,98008,47.588,-122.116,2960,11044,2014-08-27,951000,10.176312179809127,46,unrenovated,,292.61538461538464,countryside,Excellent View,Good,Good
8079040320,4,3.0,1850,9976,2.0,no,0.0,3,8,1850,0,1991,,98059,47.5059,-122.149,2270,8542,2015-02-23,430000,11.015359154738562,24,unrenovated,,232.43243243243242,countryside,No View,Average,Good
1516000055,3,2.25,2150,21235,1.0,,3.0,4,8,1590,560,1959,,98166,47.4336,-122.339,2570,18900,2014-12-10,650000,11.928383105121839,55,unrenovated,,302.3255813953488,countryside,Good View,Good,Good
9558200045,3,1.75,1260,8400,1.0,no,0.0,3,7,1260,0,1954,,98148,47.4366,-122.335,1290,8750,2014-08-28,289000,11.717546642725672,60,unrenovated,,229.36507936507937,countryside,No View,Average,Average
5072410070,3,1.75,2519,8690,2.0,,0.0,5,8,2519,0,1973,,98166,47.4428,-122.344,2500,9500,2014-10-21,505000,11.30216821180153,41,unrenovated,,200.47637951568083,countryside,No View,Excellent,Good
9528102996,3,1.75,1540,1044,3.0,no,0.0,3,8,1540,0,2014,,98115,47.6765,-122.32,1580,3090,2014-12-07,549000,4.889503040919207,0,unrenovated,,356.4935064935065,city,No View,Average,Good
1189001180,3,2.25,1660,6000,1.0,no,0.0,3,7,1110,550,1979,,98122,47.6113,-122.297,1440,4080,2014-06-03,425000,1.6772808866686932,35,unrenovated,,256.0240963855422,city,No View,Average,Average
3253500160,3,2.75,2770,3809,1.5,no,0.0,5,7,1770,1000,1925,,98144,47.5747,-122.304,1440,4000,2014-11-20,317625,2.5417545348389687,89,unrenovated,,114.66606498194946,city,No View,Excellent,Average
3394100030,4,2.5,2720,11049,2.0,,0.0,3,10,2720,0,1989,,98004,47.5815,-122.192,2750,11049,2014-09-09,975000,6.765986010991917,25,unrenovated,,358.45588235294116,countryside,No View,Average,Excellent
3717000160,4,2.5,2240,4648,2.0,no,0.0,3,7,2240,0,2005,,98001,47.3378,-122.257,2221,4557,2014-10-09,287000,18.872905279302408,9,unrenovated,,128.125,countryside,No View,Average,Average
1274500060,3,1.0,1000,12070,1.0,no,0.0,4,7,1000,0,1968,,98042,47.3621,-122.11,1010,12635,2014-08-25,204000,19.813049596350062,46,unrenovated,,204.0,countryside,No View,Good,Average
1802000060,5,2.25,3200,20158,1.0,no,0.0,3,8,1600,1600,1965,,98004,47.6303,-122.215,3390,20158,2014-06-12,1330000,5.717656033199733,49,unrenovated,,415.625,countryside,No View,Average,Good
1525059190,5,3.25,4770,50094,1.0,no,0.0,4,11,3070,1700,1973,,98005,47.6525,-122.16,3530,38917,2014-09-12,1040000,8.65039698621147,41,unrenovated,,218.02935010482182,countryside,No View,Good,Outstanding
1049000060,3,2.0,1260,5612,1.0,no,0.0,4,7,1260,0,1972,,98034,47.7362,-122.179,1640,4745,2015-01-05,325000,11.476186908850902,43,unrenovated,,257.93650793650795,countryside,No View,Good,Average
8820901275,4,2.0,2750,7807,1.5,no,0.0,5,7,2250,500,1916,,98125,47.7168,-122.287,1510,7807,2014-06-10,571000,7.925584523699864,98,unrenovated,,207.63636363636363,city,No View,Excellent,Average
5416510140,4,2.5,2380,5000,2.0,no,0.0,3,8,2380,0,2005,,98038,47.3608,-122.036,2420,5000,2014-07-10,360000,21.901958881541415,9,unrenovated,,151.26050420168067,countryside,No View,Average,Good
3444100400,3,1.75,1790,50529,1.0,no,0.0,5,7,1090,700,1965,,98042,47.3511,-122.073,1940,50529,2015-03-16,349000,21.397212755301517,50,unrenovated,,194.97206703910615,countryside,No View,Excellent,Average
3276920270,4,4.0,3430,35102,2.0,no,0.0,4,10,2390,1040,1986,,98075,47.5822,-121.987,3240,35020,2014-11-05,832500,16.212385956566187,28,unrenovated,,242.71137026239066,countryside,No View,Good,Excellent
4036801170,4,1.75,1760,7300,1.0,no,0.0,3,7,880,880,1956,,98008,47.6034,-122.125,1680,7500,2014-10-13,380000,9.678280130976297,58,unrenovated,,215.9090909090909,countryside,No View,Average,Average
2391600320,3,1.0,1040,5060,1.0,no,0.0,3,7,1040,0,1941,,98116,47.5636,-122.394,890,5060,2015-04-20,480000,4.127033766001294,74,unrenovated,,461.53846153846155,city,No View,Average,Average
6300000287,3,1.0,1410,5060,1.0,no,0.0,4,7,910,500,1956,,98133,47.7073,-122.34,1130,5693,2014-06-09,410000,6.994353187115206,58,unrenovated,,290.78014184397165,city,No View,Good,Average
1531000030,4,2.5,3450,39683,2.0,no,0.0,3,10,3450,,2002,,98010,47.342,-122.025,3350,39750,2015-03-23,720000,23.23884978132586,13,unrenovated,,208.69565217391303,countryside,No View,Average,Excellent
5104520400,3,2.5,2350,5100,2.0,no,0.0,3,8,2350,0,2003,,98038,47.3512,-122.008,2350,5363,2014-12-02,390000,23.254008623621463,11,unrenovated,,165.95744680851064,countryside,No View,Average,Good
7437100340,4,2.5,1900,5889,2.0,no,0.0,3,7,1900,0,1992,,98038,47.349,-122.031,1870,6405,2014-12-22,360000,22.684645282299762,22,unrenovated,,189.47368421052633,countryside,No View,Average,Average
9418400240,2,1.0,2020,6720,1.0,no,0.0,3,7,1010,1010,1948,,98118,47.5474,-122.291,1720,6720,2014-10-28,355000,4.4936816606546985,66,unrenovated,,175.74257425742573,city,No View,Average,Average
1523059105,3,1.5,1680,8712,1.0,no,0.0,3,8,1680,0,1964,,98059,47.4811,-122.149,1850,8797,2015-01-28,356000,12.167647862823658,51,unrenovated,,211.9047619047619,countryside,No View,Average,Good
1133000671,3,1.0,960,6634,1.0,no,0.0,3,6,960,0,1952,,98125,47.7264,-122.31,1570,7203,2014-06-02,315000,8.367990733973931,62,unrenovated,,328.125,city,No View,Average,Fair
4232902595,3,1.5,2140,3600,2.0,no,0.0,3,9,1900,240,1925,,98119,47.6337,-122.365,2020,4800,2014-11-14,940000,2.443575103671461,89,unrenovated,,439.25233644859816,city,No View,Average,Very Good
2599001200,5,2.25,2660,8400,1.5,no,0.0,5,7,2660,0,1961,,98092,47.2909,-122.189,1590,8165,2014-11-03,305000,22.791008690689452,53,unrenovated,,114.66165413533835,countryside,No View,Excellent,Average
3342103156,3,3.25,2770,6278,2.0,,0.0,3,9,1980,790,2006,,98056,47.5228,-122.199,1900,7349,2014-06-18,461000,8.481191691730075,8,unrenovated,,166.4259927797834,countryside,No View,Average,Very Good
1332700270,2,2.25,1610,2040,2.0,no,0.0,4,7,1610,0,1979,,98056,47.518,-122.194,1950,2025,2014-05-19,215000,8.878646918950874,35,unrenovated,,133.54037267080744,countryside,No View,Good,Average
3869900162,2,1.75,1030,1066,2.0,no,0.0,3,7,765,265,2006,,98136,47.5394,-122.387,1030,1106,2014-09-04,335000,5.280627490732469,8,unrenovated,,325.24271844660194,city,No View,Average,Average
2791500270,4,2.5,1980,7403,2.0,no,0.0,3,7,1980,0,1988,,98023,47.2897,-122.372,1980,7510,2014-05-22,243500,21.944821257385172,26,unrenovated,,122.97979797979798,countryside,No View,Average,Average
5036300431,5,2.75,3520,6353,2.0,no,0.0,4,10,3520,0,2001,,98199,47.6506,-122.391,2520,6250,2015-03-11,1100000,4.120155087163423,14,unrenovated,,312.5,city,No View,Good,Excellent
4168000060,3,1.0,1200,10500,1.0,no,0.0,3,7,1200,0,1962,,98023,47.322,-122.351,1350,10500,2015-02-26,153000,19.653622289486997,53,unrenovated,,127.5,countryside,No View,Average,Average
6021501535,3,1.5,1580,5000,1.0,no,0.0,3,8,1290,290,1939,,98117,47.687,-122.386,1570,4500,2014-12-23,700000,6.12312451980017,75,unrenovated,,443.0379746835443,city,No View,Average,Good
1483300570,4,2.5,3300,10250,1.0,no,0.0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014-09-08,905000,4.096924116456425,68,renovated,23,274.24242424242425,countryside,No View,Average,Average
3422049190,3,1.75,1960,15681,1.0,no,0.0,3,7,1960,0,1967,,98032,47.3576,-122.277,1750,15616,2015-03-30,247500,17.367106943751637,48,unrenovated,,126.27551020408163,countryside,No View,Average,Average
1099611230,4,1.5,1160,6400,1.0,no,0.0,4,7,1160,0,1975,,98023,47.3036,-122.378,1160,6400,2014-09-12,199000,21.015120090601652,39,unrenovated,,171.55172413793105,countryside,No View,Good,Average
722079104,3,1.75,1810,41800,1.0,no,0.0,5,7,1210,600,1980,,98038,47.4109,-121.958,1650,135036,2014-07-11,314000,22.106057874847004,34,unrenovated,,173.48066298342542,countryside,No View,Excellent,Average
7338200240,3,2.5,2320,36847,2.0,no,2.0,3,9,2320,0,1992,,98045,47.4838,-121.714,2550,35065,2014-05-16,437500,30.123526622600064,22,unrenovated,,188.57758620689654,countryside,Partial View,Average,Very Good
1952200240,3,2.5,2070,13241,1.5,no,0.0,5,9,1270,800,1910,,98102,47.6415,-122.315,2200,4500,2014-06-11,850830,2.5661836269571583,104,unrenovated,,411.0289855072464,city,No View,Excellent,Very Good
5200100125,3,2.0,1980,3478,1.5,no,0.0,4,7,1440,540,1929,,98117,47.6775,-122.372,1610,3478,2014-10-27,555000,5.266349090234629,85,unrenovated,,280.3030303030303,city,No View,Good,Average
7214720075,3,2.25,2190,107593,2.0,no,0.0,4,8,2190,0,1983,,98077,47.7731,-122.08,2570,47777,2014-12-12,699950,16.46957960610472,31,unrenovated,,319.61187214611874,countryside,No View,Good,Good
2450000295,3,2.5,2920,8113,2.0,no,0.0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014-10-07,1090000,6.5870657006114,64,renovated,4,373.28767123287673,countryside,No View,Average,Good
6197800045,3,1.0,1210,33919,1.0,no,0.0,3,7,1210,0,1954,,98058,47.4375,-122.184,1640,14910,2014-09-24,290000,13.559597447078787,60,unrenovated,,239.6694214876033,countryside,No View,Average,Average
1328310370,3,2.5,2340,10005,1.0,,0.0,4,8,1460,880,1978,,98058,47.4431,-122.133,2250,8162,2015-04-02,375000,14.620644741226863,37,unrenovated,,160.25641025641025,countryside,No View,Good,Good
546000875,3,1.0,1670,4005,1.5,no,0.0,4,7,1170,500,1939,,98117,47.6878,-122.38,1240,4005,2014-05-23,460000,6.064766953624169,75,unrenovated,,275.4491017964072,city,No View,Good,Average
3530510041,2,1.75,1240,2493,1.0,no,0.0,4,8,1240,0,1985,,98198,47.3813,-122.322,1270,4966,2014-07-23,188500,15.544263025274358,29,unrenovated,,152.01612903225808,countryside,No View,Good,Good
1853000400,4,2.5,3140,28037,2.0,no,0.0,4,10,3140,0,1991,,98077,47.7304,-122.082,2990,35001,2015-03-05,680000,14.48600472578063,24,unrenovated,,216.56050955414014,countryside,No View,Good,Excellent
3134100116,5,1.75,2030,12342,2.0,no,0.0,4,7,2030,0,1942,,98052,47.6417,-122.109,2500,9433,2014-08-27,470000,10.704843968166097,72,unrenovated,,231.5270935960591,countryside,No View,Good,Average
9545230140,4,2.5,2310,9624,2.0,no,0.0,3,8,2310,0,1984,,98027,47.5386,-122.053,1940,9636,2014-07-25,597750,13.859023279566909,30,unrenovated,,258.76623376623377,countryside,No View,Average,Good
3362400511,3,1.75,1260,3328,1.0,no,0.0,5,6,700,560,1905,,98103,47.6823,-122.349,1380,3536,2015-03-04,570000,5.3163346684944095,110,unrenovated,,452.3809523809524,city,No View,Excellent,Fair
2525310310,3,1.75,1540,12600,1.0,no,0.0,4,7,1160,,1980,,98038,47.3624,-122.031,1540,11656,2014-09-16,272500,21.965948411200127,34,unrenovated,,176.94805194805195,countryside,No View,Good,Average
6126500060,3,1.75,2080,5969,1.0,no,2.0,3,7,1080,1000,1971,,98108,47.5474,-122.295,2090,5500,2014-11-24,329950,4.416966098563255,43,unrenovated,,158.62980769230768,city,Partial View,Average,Average
8961960160,4,2.5,3230,16171,2.0,no,,3,9,2520,710,2001,,98001,47.3183,-122.253,2640,8517,2014-10-28,480000,20.231562562215412,13,unrenovated,,148.60681114551085,countryside,,Average,Very Good
3626039325,3,3.5,4380,6350,2.0,no,0.0,3,8,2780,,1900,,98117,47.6981,-122.368,1830,6350,2014-11-21,740500,6.5664750540028765,114,unrenovated,,169.06392694063928,city,No View,Average,Good
3362400431,3,3.5,1590,1102,3.0,no,0.0,3,8,1590,0,2010,,98103,47.6824,-122.347,1620,3166,2014-06-26,518500,5.310129210183449,4,unrenovated,,326.1006289308176,city,No View,Average,Good
4060000240,2,1.0,880,6780,1.0,no,0.0,4,6,880,0,1945,,98178,47.5009,-122.248,1190,6780,2014-06-23,205425,8.269888182867291,69,unrenovated,,233.4375,city,No View,Good,Fair
3454800060,4,2.0,1570,9600,1.0,,0.0,3,6,1570,0,1950,,98168,47.4965,-122.303,1880,9000,2015-01-08,171800,7.699870089089219,65,unrenovated,,109.4267515923567,countryside,No View,Average,Fair
1695900060,4,1.0,1610,2982,1.5,no,0.0,4,7,1610,0,1925,,98144,47.587,-122.294,1610,4040,2015-05-11,535000,2.2202192412831017,90,unrenovated,,332.29813664596276,city,No View,Good,Average
7278700070,3,2.5,2400,6474,1.0,no,2.0,3,8,1560,840,1964,,98177,47.7728,-122.386,2340,10856,2015-01-02,660000,11.78126729712251,51,unrenovated,,275.0,city,Partial View,Average,Good
6675500070,3,2.0,1450,9132,1.0,no,0.0,3,7,1450,0,1987,,98034,47.7288,-122.226,1580,9104,2014-11-19,391500,9.811070117559149,27,unrenovated,,270.0,countryside,No View,Average,Average
3626039187,2,1.0,770,6000,1.0,no,0.0,3,6,770,0,1953,,98117,47.6999,-122.364,1710,6000,2015-04-06,395000,6.64244627986508,62,unrenovated,,512.987012987013,city,No View,Average,Fair
3524049083,4,1.75,2100,4400,1.5,,0.0,5,7,1720,380,1924,,98118,47.5299,-122.266,1850,4400,2014-11-04,445000,6.110411633548621,90,unrenovated,,211.9047619047619,city,No View,Excellent,Average
3275860240,3,2.25,2910,10204,2.0,no,0.0,3,9,2910,0,1990,,98052,47.6897,-122.098,2700,13992,2014-06-18,770000,12.35791205001939,24,unrenovated,,264.6048109965636,countryside,No View,Average,Very Good
4389200955,4,2.75,2750,17789,1.5,no,0.0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015-03-02,1450000,5.637350814928628,101,renovated,23,527.2727272727273,countryside,No View,Average,Good
4058801670,3,2.25,2100,8201,1.0,,2.0,3,8,1620,480,1967,,98178,47.5091,-122.244,2660,8712,2014-07-17,445000,7.872347596215171,47,unrenovated,,211.9047619047619,city,Partial View,Average,Good
8732020310,4,2.25,2160,8811,1.0,no,0.0,3,8,1360,800,1978,,98023,47.3129,-122.39,2090,8400,2014-07-17,260000,20.44310002915661,36,unrenovated,,120.37037037037037,countryside,No View,Average,Good
2331300505,5,3.5,2320,4960,2.0,no,0.0,5,7,1720,600,1926,,98103,47.6763,-122.352,1700,4960,2014-06-13,822500,4.931262367436282,88,unrenovated,,354.5258620689655,city,No View,Excellent,Average
